Feature;Name;Toolbox;Category;Family;Parent;Description
F0109;High-frequency Energy (std);MIR Toolbox 1.6.1;Tone Color;High-frequency Energy;High-frequency Energy;Another metric of High-frequency Energy also known as Brightness. Consists in fixing the cut-off frequency, and measuring the amount of energy above that frequency (Juslin, 2000). The result is expressed as a number between 0 and 1.
F0110;High-frequency Energy (skewness);MIR Toolbox 1.6.1;Tone Color;High-frequency Energy;High-frequency Energy;Another metric of High-frequency Energy also known as Brightness. Consists in fixing the cut-off frequency, and measuring the amount of energy above that frequency (Juslin, 2000). The result is expressed as a number between 0 and 1.
F0111;High-frequency Energy (kurtosis);MIR Toolbox 1.6.1;Tone Color;High-frequency Energy;High-frequency Energy;Another metric of High-frequency Energy also known as Brightness. Consists in fixing the cut-off frequency, and measuring the amount of energy above that frequency (Juslin, 2000). The result is expressed as a number between 0 and 1.
F0112;High-frequency Energy (max);MIR Toolbox 1.6.1;Tone Color;High-frequency Energy;High-frequency Energy;Another metric of High-frequency Energy also known as Brightness. Consists in fixing the cut-off frequency, and measuring the amount of energy above that frequency (Juslin, 2000). The result is expressed as a number between 0 and 1.
F0113;High-frequency Energy (min);MIR Toolbox 1.6.1;Tone Color;High-frequency Energy;High-frequency Energy;Another metric of High-frequency Energy also known as Brightness. Consists in fixing the cut-off frequency, and measuring the amount of energy above that frequency (Juslin, 2000). The result is expressed as a number between 0 and 1.
F0114;Spectral Flux (mean);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Flux;Spectral flux is a measure of how quickly the power spectrum of a signal is changing, calculated by comparing (the difference) the power spectrum for one frame against the power spectrum from the previous frame.
F0115;Spectral Flux (std);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Flux;Spectral flux is a measure of how quickly the power spectrum of a signal is changing, calculated by comparing (the difference) the power spectrum for one frame against the power spectrum from the previous frame.
F0116;Spectral Flux (skewness);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Flux;Spectral flux is a measure of how quickly the power spectrum of a signal is changing, calculated by comparing (the difference) the power spectrum for one frame against the power spectrum from the previous frame.
F0117;Spectral Flux (kurtosis);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Flux;Spectral flux is a measure of how quickly the power spectrum of a signal is changing, calculated by comparing (the difference) the power spectrum for one frame against the power spectrum from the previous frame.
F0118;Spectral Flux (max);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Flux;Spectral flux is a measure of how quickly the power spectrum of a signal is changing, calculated by comparing (the difference) the power spectrum for one frame against the power spectrum from the previous frame.
F0119;Spectral Flux (min);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Flux;Spectral flux is a measure of how quickly the power spectrum of a signal is changing, calculated by comparing (the difference) the power spectrum for one frame against the power spectrum from the previous frame.
F0120;Spectral Centroid (mean);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Centroid;The geometric center (centroid) of the spectrum distribution can be an indicator of the 'brightness' or 'sharpness' of the sound.
F0121;Spectral Centroid (std);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Centroid;The geometric center (centroid) of the spectrum distribution can be an indicator of the 'brightness' or 'sharpness' of the sound.
F0122;Spectral Centroid (skewness);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Centroid;The geometric center (centroid) of the spectrum distribution can be an indicator of the 'brightness' or 'sharpness' of the sound.
F0123;Spectral Centroid (kurtosis);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Centroid;The geometric center (centroid) of the spectrum distribution can be an indicator of the 'brightness' or 'sharpness' of the sound.
F0124;Spectral Centroid (max);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Centroid;The geometric center (centroid) of the spectrum distribution can be an indicator of the 'brightness' or 'sharpness' of the sound.
F0125;Spectral Centroid (min);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Centroid;The geometric center (centroid) of the spectrum distribution can be an indicator of the 'brightness' or 'sharpness' of the sound.
F0126;Spectral Spread (mean);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Spread;The standard deviation of the spectrum. Is always positive and gives a measure of the dispersion or spread of the distribution.
F0127;Spectral Spread (std);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Spread;The standard deviation of the spectrum. Is always positive and gives a measure of the dispersion or spread of the distribution.
F0128;Spectral Spread (skewness);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Spread;The standard deviation of the spectrum. Is always positive and gives a measure of the dispersion or spread of the distribution.
F0129;Spectral Spread (kurtosis);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Spread;The standard deviation of the spectrum. Is always positive and gives a measure of the dispersion or spread of the distribution.
F0130;Spectral Spread (max);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Spread;The standard deviation of the spectrum. Is always positive and gives a measure of the dispersion or spread of the distribution.
F0131;Spectral Spread (min);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Spread;The standard deviation of the spectrum. Is always positive and gives a measure of the dispersion or spread of the distribution.
F0132;Spectral Skewness (mean);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Skewness;Coefficient of skewness. The third central moment is called the skewness and is a measure of the symmetry of the distribution. A positive coefficient of skewness often indicates that the distribution exhibits a concentration of mass toward the left and a long tail to the right whereas a negative value generally indicates the opposite.
F0133;Spectral Skewness (std);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Skewness;Coefficient of skewness. The third central moment is called the skewness and is a measure of the symmetry of the distribution. A positive coefficient of skewness often indicates that the distribution exhibits a concentration of mass toward the left and a long tail to the right whereas a negative value generally indicates the opposite.
F0134;Spectral Skewness (skewness);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Skewness;Coefficient of skewness. The third central moment is called the skewness and is a measure of the symmetry of the distribution. A positive coefficient of skewness often indicates that the distribution exhibits a concentration of mass toward the left and a long tail to the right whereas a negative value generally indicates the opposite.
F0135;Spectral Skewness (kurtosis);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Skewness;Coefficient of skewness. The third central moment is called the skewness and is a measure of the symmetry of the distribution. A positive coefficient of skewness often indicates that the distribution exhibits a concentration of mass toward the left and a long tail to the right whereas a negative value generally indicates the opposite.
F0136;Spectral Skewness (max);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Skewness;Coefficient of skewness. The third central moment is called the skewness and is a measure of the symmetry of the distribution. A positive coefficient of skewness often indicates that the distribution exhibits a concentration of mass toward the left and a long tail to the right whereas a negative value generally indicates the opposite.
F0137;Spectral Skewness (min);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Skewness;Coefficient of skewness. The third central moment is called the skewness and is a measure of the symmetry of the distribution. A positive coefficient of skewness often indicates that the distribution exhibits a concentration of mass toward the left and a long tail to the right whereas a negative value generally indicates the opposite.
F0138;Spectral Kurtosis (mean);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Kurtosis;The (excess) kurtosis of the data. The exact interpretation of the Pearson measure of kurtosis (or excess kurtosis) is disputed.
F0139;Spectral Kurtosis (std);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Kurtosis;The (excess) kurtosis of the data. The exact interpretation of the Pearson measure of kurtosis (or excess kurtosis) is disputed.
F0140;Spectral Kurtosis (skewness);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Kurtosis;The (excess) kurtosis of the data. The exact interpretation of the Pearson measure of kurtosis (or excess kurtosis) is disputed.
F0141;Spectral Kurtosis (kurtosis);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Kurtosis;The (excess) kurtosis of the data. The exact interpretation of the Pearson measure of kurtosis (or excess kurtosis) is disputed.
F0142;Spectral Kurtosis (max);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Kurtosis;The (excess) kurtosis of the data. The exact interpretation of the Pearson measure of kurtosis (or excess kurtosis) is disputed.
F0143;Spectral Kurtosis (min);MIR Toolbox 1.6.1;Tone Color;Spectral Moments;Spectral Kurtosis;The (excess) kurtosis of the data. The exact interpretation of the Pearson measure of kurtosis (or excess kurtosis) is disputed.
F0144;Spectral Flatness (mean);MIR Toolbox 1.6.1;Tone Color;Spectral Flatness;Spectral Flatness;The flatness indicates whether the distribution is smooth or spiky, and results from the simple ratio between the geometric mean and the arithmetic mean.
F0145;Spectral Flatness (std);MIR Toolbox 1.6.1;Tone Color;Spectral Flatness;Spectral Flatness;The flatness indicates whether the distribution is smooth or spiky, and results from the simple ratio between the geometric mean and the arithmetic mean.
F0146;Spectral Flatness (skewness);MIR Toolbox 1.6.1;Tone Color;Spectral Flatness;Spectral Flatness;The flatness indicates whether the distribution is smooth or spiky, and results from the simple ratio between the geometric mean and the arithmetic mean.
F0147;Spectral Flatness (kurtosis);MIR Toolbox 1.6.1;Tone Color;Spectral Flatness;Spectral Flatness;The flatness indicates whether the distribution is smooth or spiky, and results from the simple ratio between the geometric mean and the arithmetic mean.
F0148;Spectral Flatness (max);MIR Toolbox 1.6.1;Tone Color;Spectral Flatness;Spectral Flatness;The flatness indicates whether the distribution is smooth or spiky, and results from the simple ratio between the geometric mean and the arithmetic mean.
